Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_pneu_UCI108_V1	2274	2234	2278	2361	2279	2227	2280	2237	2280	2645	2275	2167	2270	2174	2174	2251	2260	2334	2319	2244	2269	2173	2273	2271	2272	2269	2273	2269	2270	2269	2269	2243	2275	2242	2288	2368	2278	2203	2269	2274	2269	2174	2270	2330	2317	2307	2245	2275	2275	2270	2246	2304	2177	2241	2271	2260	2200	2246	2274	2289	2269	2271	2271	2319	2276	2275	2272	2317	2261	2317	2183	2251	2277	2098	2229	2274	2274	2278	2272	2297	2274	2318	2232	2164	2227	2170	2289	2171	2363	2172	2217	2172	2278	2094	2170	2246	2274	2219	2218	2219	2263	2281	2171	2363	2186	2314	2219	2218	2313	2240	2218	2281	2169	2233	2274	2186	2145	2254	2217	2218	2171	3148	2238	2171	2279	2171	2151	2350	2648	2326	2327	2155	2292	2324	2336	2147	2335	2250	2299	2170	2203	2252	2357	2392	2244	2272	2398	2261	2272	2385	2286	2283	2324	2432	2358	2269	2256	2279	2368	2393	10	2292	2344	2278	2145	2245	2293	2274	2382	2279	2313	2170	71	2170	2261	2271	2278	2343	2273	2205	2272	2201	2170	2278	2276	2234	2249	0	2287	2257	2321	3183	2291	2340	2316	2172	2284	2280	2176	2203	2277	2259	2283	2156	2282	2322	2418	2276	2337	2233	2356	2326	2320	2245	2324	2344	2389	2200	2272	2221	2278	2367	2272	2372	2278	2287	2267	2281	2273	2249	2285	2278	2225	2288	2208	2280	2310	2287	2278	2279	2361	2280	2280	2145	2280	2312	2283	2256	2281	2308	2281	2331	2275	2227	2362	2316	2280
Kleb_pneu_UCI109_V1	23	2184	27	2258	28	1988	29	2253	29	2553	24	2221	2206	2230	2230	2217	2224	2238	2237	1992	18	2206	22	20	21	18	22	18	19	18	18	2081	26	2080	2186	2269	2147	2163	18	2142	18	2230	19	2236	2215	2127	2083	24	24	19	2084	2116	2239	2083	20	2110	2062	2084	23	2193	18	20	20	2227	25	24	21	2237	2131	2237	2268	2072	26	2254	2282	2213	23	29	21	2110	23	2223	2177	2220	1988	2226	2091	2227	2264	2228	2064	2205	27	2230	2226	2073	23	2066	2065	2066	2210	32	2227	2272	2219	2222	2066	2065	2233	2028	2065	2235	2225	1994	23	2254	2199	2073	2045	2065	2227	3105	2092	2227	2157	2227	2180	2129	2553	2222	2222	2211	2190	2226	2253	2201	2252	2240	2151	2226	2001	2071	2260	2262	2142	21	2266	2227	21	2287	2230	2207	2244	2441	2259	18	2091	28	2269	2263	2282	2101	2123	27	2198	2083	2191	23	2284	30	2218	2226	2293	2226	2143	20	77	2260	22	1999	21	2124	2226	27	25	2087	2239	2287	0	2223	2217	3132	40	2240	65	2228	33	2096	2232	2001	26	2089	32	2166	21	2242	2349	25	2192	1994	2244	2246	2270	2196	2241	2123	2257	2187	21	2051	27	2271	21	2194	27	36	62	30	22	2103	34	27	2074	2176	2004	29	2164	18	9	16	2249	19	19	2198	19	2208	32	2119	30	2123	30	2233	24	2070	2250	2224	2097
Kleb_pneu_UCI110_V1	2210	2233	2214	2365	2215	2212	2216	2242	2216	2642	2211	2206	2273	2213	2213	26	34	2236	2258	2218	2205	2179	2209	2207	2208	2205	2209	2205	2206	2205	2205	2231	2211	2230	2247	2344	2218	2163	2205	2227	2205	2213	2206	2232	2321	2246	2233	2211	2211	2206	2234	2284	2269	2235	2207	2214	2212	2234	2210	2291	2205	2207	2207	2255	2212	2211	2208	2258	2257	2258	2232	2290	2213	2164	2301	2274	2210	2214	2208	2220	2210	2243	2269	2203	2212	2209	2247	2210	2339	2211	2213	2178	2214	2201	2209	2281	2210	2215	2214	2215	2242	2217	2210	2333	2192	2315	2215	2214	2254	2248	2214	2210	2208	2218	2210	2262	2174	2232	2127	2214	2210	3127	2190	2210	2293	2210	2168	2271	2641	2300	2281	2194	2230	2228	2293	2176	2292	2184	2256	2209	2207	2230	2335	2356	2169	2208	2362	36	2208	2389	2298	2234	2278	2428	2334	2205	2252	2215	2344	2357	2252	2259	2265	2214	2175	2233	2231	2210	2386	2215	2238	2209	2263	2209	2184	2207	2214	2300	2209	2209	2208	2250	2209	2214	2212	2222	2275	2257	2223	0	2287	3134	2227	2334	2252	2211	2220	2249	2215	2207	2213	2211	2219	2106	2218	2263	2369	2212	2313	2218	2371	2267	2273	2235	2281	2265	2353	2164	2208	2144	2214	2371	2208	2307	2214	2223	2205	2217	2209	2201	2221	2214	2204	2326	2212	2216	2269	2223	2214	2215	2376	2216	2216	2175	2216	2278	2219	2184	2217	2245	2217	2233	2211	2231	2377	2216	2207
Kleb_pneu_UCI111_V1	2204	2236	2208	2274	2209	2099	2210	2268	2210	2623	2205	2258	2212	2265	2265	2281	2290	2186	2195	2153	2199	2263	2203	2201	2202	2199	2203	2199	2200	2199	2199	2207	2205	2206	2271	2293	2182	2236	2199	1735	2199	2265	2200	2184	2285	2180	2209	2205	2205	2200	2210	2216	2317	2217	2201	2206	2155	2210	2204	2246	2199	2201	2201	2205	2206	2205	2202	2191	2193	2191	2269	2248	2207	2313	2297	2198	2204	2208	2202	2135	2204	2187	2176	2255	2099	2261	2188	2262	2290	2263	2153	2262	2208	2197	2261	2261	2204	2155	2154	2155	2271	2211	2262	2247	2276	2275	2155	2154	2187	2204	2154	2131	2260	2105	2204	2210	2218	2245	2072	2154	2262	3090	2192	2262	2194	2262	2209	2268	2620	2293	2180	2246	2123	2176	2205	2220	2204	2278	2167	2261	2158	2243	2286	2365	2123	2202	2365	2291	2202	2352	2235	2140	2180	2482	2285	2199	2247	2209	2295	2366	2315	2196	2262	2208	2241	2209	2124	2204	2349	2209	2182	2261	2324	2261	2182	2201	2214	2212	2203	2160	2202	2168	2261	2208	2206	2176	2191	2321	2217	2287	0	3131	2221	2295	2246	2263	2214	2136	2267	2158	2207	2205	2213	2258	2212	2196	2372	2206	2257	2105	2314	2200	2338	2021	2193	2262	2356	2203	2202	2126	2208	2332	2202	2267	2208	2217	2207	2211	2203	2203	2215	2208	2145	2234	2163	2210	2182	2217	2208	2209	2319	2210	2210	2241	2210	31	2213	2102	2211	2185	2211	2181	2205	2252	2320	2176	2238
Kleb_pneu_UCI112_V1	3119	3166	3123	3160	3124	3090	3125	3163	3125	3505	3120	3141	3149	3150	3150	3128	3138	3074	3052	3081	3114	3121	3118	3116	3117	3114	3118	3114	3113	3114	3114	3061	3120	3060	3084	3186	3062	3119	3114	3109	3114	3150	3113	3072	3202	3044	3063	3120	3120	3113	3064	3089	3202	3063	3116	3029	2997	3064	3119	3157	3114	3116	3116	3049	3121	3120	3117	3052	3089	3052	3173	3101	3122	3184	3002	3105	3119	3123	3117	3034	3119	3059	3038	3140	3090	3146	3114	3147	3180	3148	3024	3120	3123	3105	3146	3104	3119	3026	3025	3026	3108	3126	3147	3140	3134	3184	3026	3025	3048	3048	3025	3020	3145	3096	3119	3213	3124	3067	3043	3025	3147	545	3013	3147	3102	3147	3109	3069	3504	3139	3052	3131	3034	3064	3086	3124	3085	3163	3035	3146	3058	3067	3177	3247	2994	3117	3249	3138	3117	3188	3077	3082	3063	3399	3176	3114	3063	3124	3186	3248	3178	3082	3063	3123	3101	3063	3035	3119	3189	3124	3054	3146	3189	3146	3077	3116	3129	3093	3118	3060	3117	3064	3146	3123	3121	3078	3084	3183	3132	3134	3131	0	3136	3207	3161	3148	3129	3080	3152	3058	3122	3036	3128	2990	3127	3057	3160	3121	3113	3096	3243	3061	3237	3115	3074	3063	3240	3101	3117	3067	3123	3172	3117	3130	3123	3132	3120	3126	3118	3024	3130	3123	3077	3123	3063	3125	3050	3132	3123	3124	3248	3125	3125	3101	3125	3122	3128	3029	3126	3043	3126	3071	3120	3053	3249	3064	3060
Kleb_pneu_UCI113_V1	27	2188	31	2262	32	1992	33	2257	33	2555	28	2225	2210	2234	2234	2221	2228	2242	2241	1998	22	2210	26	24	25	22	26	22	23	22	22	2085	30	2084	2190	2273	2151	2167	22	2146	22	2234	23	2240	2221	2131	2087	28	28	23	2088	2119	2243	2087	24	2114	2066	2088	27	2197	22	24	24	2231	29	28	25	2241	2135	2241	2272	2076	30	2258	2286	2217	27	33	25	2114	27	2227	2181	2224	1992	2230	2095	2231	2268	2232	2068	2209	31	2234	2230	2077	27	2070	2069	2070	2214	36	2231	2278	2223	2226	2070	2069	2237	2032	2069	2239	2229	1998	25	2258	2203	2077	2049	2069	2231	3109	2096	2231	2161	2231	2184	2133	2555	2226	2226	2215	2194	2230	2257	2205	2256	2244	2155	2230	2005	2075	2264	2266	2146	25	2270	2231	25	2291	2234	2211	2248	2445	2263	22	2095	32	2273	2267	2286	2105	2127	31	2202	2087	2195	25	2288	34	2222	2230	2297	2230	2147	24	81	2264	26	2003	25	2128	2230	31	29	2091	2243	2291	40	2227	2221	3136	0	2246	49	2232	17	2100	2236	2005	30	2093	36	2170	35	2246	2353	29	2196	1998	2248	2250	2274	2200	2245	2127	2261	2191	25	2055	31	2275	25	2198	31	20	66	16	26	2107	18	31	2078	2180	2008	33	2168	40	31	32	2253	33	33	2202	33	2212	16	2123	34	2127	14	2237	28	2074	2254	2228	2101
Kleb_pneu_UCI114_V1	2229	2284	2233	2386	2234	2108	2235	2319	2235	2678	2230	2296	2283	2303	2303	2328	2335	2237	2224	2081	2224	2345	2228	2226	2227	2224	2228	2224	2225	2224	2224	2090	2230	2089	2207	2308	2285	2329	2224	2260	2224	2303	2225	2233	411	2254	2092	2230	2230	2225	2093	2152	2365	2086	2226	2214	2192	2093	2229	2272	2224	2226	2226	2228	2231	2230	2227	2228	2250	2228	2333	2185	2232	2288	2413	2264	2229	2233	2227	2237	2229	2245	2245	2293	2108	2299	2174	2300	2303	2301	2188	2344	2233	2302	2299	2202	2229	2190	2189	2190	2240	2236	2300	2360	2358	2306	2190	2189	2224	2105	2189	2233	2298	2114	2229	2327	2300	2151	2198	2189	2300	3193	2198	2300	2345	2300	2278	2280	2680	2279	2243	2284	2211	2227	2260	2302	2259	2367	2237	2299	2049	2149	2297	2285	2217	2227	2283	2338	2227	2376	2221	2326	2243	2519	2298	2224	2111	2234	2308	2286	2334	2175	2274	2233	2328	2092	2212	2229	2373	2234	2240	2299	2345	2299	2152	2226	2229	2265	2228	2051	2227	2196	2299	2233	2231	2080	2216	2340	2240	2334	2295	3207	2246	0	2271	2301	2239	2224	2304	2049	2232	2197	2238	2278	2237	2233	2345	2231	2207	2114	2329	2237	2348	2197	2248	2274	2274	2250	2227	2152	2233	2358	2227	2261	2233	2242	2230	2236	2228	2209	2240	2233	2159	2233	2054	2235	2248	2242	2233	2234	2334	2235	2235	2328	2235	2286	2238	2202	2236	2251	2236	2234	2230	2112	2335	2221	2055
Kleb_pneu_UCI115_V1	52	2213	56	2287	57	2017	58	2282	58	2582	53	2250	2235	2259	2259	2246	2253	2267	2266	2023	47	2235	51	49	50	47	51	47	48	47	47	2110	55	2109	2215	2298	2176	2192	47	2171	47	2259	48	2265	2246	2156	2112	53	53	48	2113	2142	2268	2112	49	2139	2091	2113	52	2222	47	49	49	2256	54	53	50	2266	2160	2266	2297	2101	55	2283	2311	2242	52	58	50	2139	52	2252	2206	2249	2017	2255	2118	2256	2293	2257	2093	2234	56	2259	2255	2102	52	2095	2094	2095	2239	61	2256	2303	2248	2251	2095	2094	2262	2057	2094	2264	2254	2023	50	2283	2228	2102	2074	2094	2256	3134	2121	2256	2186	2256	2209	2158	2582	2251	2251	2240	2219	2255	2282	2230	2281	2269	2180	2255	2030	2100	2289	2291	2171	50	2295	2256	50	2316	2259	2236	2273	2470	2288	47	2120	57	2298	2292	2311	2130	2152	56	2227	2112	2220	50	2313	59	2247	2255	2322	2255	2172	49	106	2289	51	2028	50	2153	2255	56	54	2116	2268	2316	65	2252	2246	3161	49	2271	0	2257	42	2125	2261	2030	55	2118	61	2195	60	2271	2378	54	2221	2023	2273	2275	2299	2225	2270	2152	2286	2216	50	2080	56	2300	50	2223	56	45	91	41	51	2132	43	56	2103	2205	2033	58	2193	65	56	57	2278	58	58	2227	58	2237	41	2148	59	2152	39	2262	53	2099	2279	2253	2126
Kleb_pneu_UCI116_V1	2215	2094	2219	2312	2220	2121	2221	2150	2221	2610	2216	55	2220	18	18	2205	2212	2240	2221	2156	2210	825	2214	2212	2213	2210	2214	2210	2211	2210	2210	2216	2217	2215	2196	2306	2258	2115	2210	2196	2210	18	2211	2238	2297	2168	2218	2216	2216	2211	2219	2231	2089	2214	2212	2191	2150	2219	2215	2219	2210	2212	2212	2244	2217	2216	2213	2221	2161	2221	2100	2250	2218	2228	2192	2230	2215	2220	2213	2143	2215	2222	2187	14	2121	12	2210	13	2299	14	2166	824	2219	2128	12	2253	2215	2168	2167	2168	2144	2223	13	2289	838	2244	2168	2167	2217	2223	2167	2209	17	2127	2215	2104	2142	2218	2123	2167	13	3128	2167	13	2243	13	2120	2244	2610	2264	2236	43	2223	2230	2261	2144	2260	2143	2170	12	2173	2216	2295	2336	2155	2213	2340	2215	2213	2358	2232	2269	2250	2431	2296	2210	2246	2220	2306	2337	2167	2234	2238	2219	763	2218	2224	2215	2359	2221	2217	12	2180	12	2210	2212	2216	2268	2214	2175	2213	2217	12	2219	2217	2234	2248	2172	2228	2211	2263	3148	2232	2301	2257	0	2225	2209	24	2173	2218	2154	2224	1943	2223	2226	2332	2217	2302	2127	2290	2230	2292	2192	2249	2238	2331	2066	2213	2191	2219	2344	2213	2330	2219	2228	2211	2222	2214	2178	2226	2219	2139	2278	2177	2221	2179	2228	2219	2220	2295	2221	2221	763	2221	2254	2224	2165	2222	2169	2222	2237	2216	2215	2296	2222	2233
Kleb_pneu_UCI117_V1	20	2181	24	2255	25	1985	26	2250	26	2550	21	2218	2203	2227	2227	2214	2221	2235	2234	1991	15	2203	19	17	18	15	19	15	16	15	15	2078	23	2077	2183	2266	2144	2160	15	2139	15	2227	16	2233	2214	2124	2080	21	21	16	2081	2112	2236	2080	17	2107	2059	2081	20	2190	15	17	17	2224	22	21	18	2234	2128	2234	2265	2069	23	2251	2279	2210	20	26	18	2107	20	2220	2174	2217	1985	2223	2088	2224	2261	2225	2061	2202	24	2227	2223	2070	20	2063	2062	2063	2207	29	2224	2271	2216	2219	2063	2062	2230	2025	2062	2232	2222	1991	18	2251	2196	2070	2042	2062	2224	3102	2089	2224	2154	2224	2177	2126	2550	2219	2219	2208	2187	2223	2250	2198	2249	2237	2148	2223	1998	2068	2257	2259	2139	18	2263	2224	18	2284	2227	2204	2241	2438	2256	15	2088	25	2266	2260	2279	2098	2120	24	2195	2080	2188	18	2281	27	2215	2223	2290	2223	2140	17	74	2257	19	1996	18	2121	2223	24	22	2084	2236	2284	33	2220	2214	3129	17	2239	42	2225	0	2093	2229	1998	23	2086	29	2163	28	2239	2346	22	2189	1991	2241	2243	2267	2193	2238	2120	2254	2184	18	2048	24	2268	18	2191	24	5	59	9	19	2100	3	24	2071	2173	2001	26	2161	33	24	25	2246	26	26	2195	26	2205	1	2116	27	2120	7	2230	21	2067	2247	2221	2094
Kleb_pneu_UCI118_V1	2083	2238	2087	2233	2088	2103	2089	2202	2089	2528	2084	2202	2140	2211	2211	2243	2252	2088	2139	2083	2078	2219	2082	2080	2081	2078	2082	2078	2079	2078	2078	2136	2084	2135	2118	2238	2116	2154	2078	2122	2078	2211	2079	2086	2240	2188	2138	2084	2084	2079	2139	2123	2240	2136	2080	2158	2095	2139	2083	2157	2078	2080	2080	2079	2085	2084	2081	2141	2160	2141	2195	2123	2086	2208	2177	2187	2083	2087	2081	2172	2083	2068	2079	2201	2103	2207	2086	2208	2233	2209	2085	2216	2087	2191	2207	2128	2083	2087	2086	2087	2208	2090	2208	2191	2232	2190	2087	2086	2137	2139	2086	2149	2206	2109	2083	2201	2151	2116	2059	2086	2208	3041	2138	2208	2152	2208	2166	2132	2536	2206	2116	2192	2190	2078	2153	2151	2152	2183	2198	2207	2105	2114	2229	2317	2067	2081	2315	2253	2081	2284	2125	2135	2140	2419	2228	2078	2140	2088	2238	2318	2275	2107	2126	2087	2205	2138	2191	2083	2283	2088	2063	2207	2286	2207	2157	2080	2093	2160	2082	2107	2081	2102	2207	2087	2085	2157	2182	2280	2096	2249	2136	3080	2100	2224	2125	2209	2093	0	2213	2105	2086	2112	2091	2182	2091	2146	2305	2085	2152	2109	2276	2150	2271	2103	2141	2126	2306	2157	2081	2036	2087	2268	2081	2144	2087	2096	2080	2090	2082	2149	2094	2087	2094	2155	2110	2089	2204	2096	2087	2088	2281	2089	2089	2205	2089	2127	2092	2086	2090	2191	2090	2083	2084	2115	2282	2072	2137
Kleb_pneu_UCI149	2219	2098	2223	2316	2224	2125	2225	2154	2225	2613	2220	59	2224	26	26	2209	2216	2244	2225	2160	2214	829	2218	2216	2217	2214	2218	2214	2215	2214	2214	2219	2221	2218	2200	2310	2262	2119	2214	2200	2214	26	2215	2242	2300	2172	2221	2220	2220	2215	2222	2235	2093	2217	2216	2195	2154	2222	2219	2223	2214	2216	2216	2248	2221	2220	2217	2225	2165	2225	2104	2254	2222	2232	2196	2234	2219	2224	2217	2147	2219	2226	2191	18	2125	22	2214	23	2303	24	2170	828	2223	2132	22	2257	2219	2172	2171	2172	2148	2227	23	2293	842	2248	2172	2171	2221	2226	2171	2213	17	2131	2219	2108	2146	2222	2127	2171	23	3132	2171	23	2247	23	2124	2248	2613	2268	2240	47	2227	2234	2265	2148	2264	2147	2174	22	2176	2220	2299	2340	2159	2217	2344	2219	2217	2362	2236	2273	2254	2435	2300	2214	2249	2224	2310	2341	2171	2238	2242	2223	767	2221	2228	2219	2363	2225	2221	22	2184	22	2214	2216	2220	2272	2218	2178	2217	2221	22	2223	2221	2238	2252	2176	2232	2215	2267	3152	2236	2304	2261	24	2229	2213	0	2176	2222	2158	2228	1947	2227	2230	2336	2221	2306	2131	2294	2234	2296	2196	2253	2242	2335	2070	2217	2195	2223	2348	2217	2334	2223	2232	2215	2226	2218	2182	2230	2223	2143	2282	2180	2225	2183	2232	2223	2224	2299	2225	2225	767	2225	2258	2228	2169	2226	2173	2226	2241	2220	2218	2300	2226	2236
